main_uberon_id,mesh_ids,umls_ids
UBERON:0006086,,"C0228321 {source=""BIRNLEX:1066""}"
UBERON:0006087,,"C0228533 {source=""BIRNLEX:1091""}"
UBERON:0006088,,"C0152304 {source=""BIRNLEX:1194""}"
UBERON:0006089,,"C0175552 {source=""BIRNLEX:1250""}"
UBERON:0006090,,"C0175550 {source=""BIRNLEX:1274""}"
UBERON:0006091,,"C0152283 {source=""BIRNLEX:1292""}"
UBERON:0006092,,"C0152307 {source=""BIRNLEX:1396""}"
UBERON:0006093,,"C0152306 {source=""BIRNLEX:1446""}"
UBERON:0006094,,"C0152303 {source=""BIRNLEX:1450""}"
UBERON:0006095,,"C1272502 {source=""BIRNLEX:1774""}"
UBERON:0006096,,"C1272506 {source=""BIRNLEX:1775""}"
UBERON:0006097,,"C0175553 {source=""BIRNLEX:1628""}"
UBERON:0006098,"D001479 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0004781 {source=""BIRNLEX:1629""}"
UBERON:0006099,,"C1272523 {source=""BIRNLEX:1732""}"
UBERON:0006100,,"C1272525 {source=""BIRNLEX:1734""}"
UBERON:0006101,,"C1272542 {source=""BIRNLEX:1755""}"
UBERON:0006102,,"C1272496 {source=""BIRNLEX:1768""}"
UBERON:0006104,,"C1272497 {source=""BIRNLEX:1769""}"
UBERON:0006106,,"C0009198 {source=""BIRNLEX:2553""},C0458767 {source=""BIRNLEX:2553""}"
UBERON:0006107,,"C0175220 {source=""BIRNLEX:2679""}"
UBERON:0006108,"D066276 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0175214 {source=""BIRNLEX:2680""}"
UBERON:0006114,,"C0228228 {source=""BIRNLEX:735""}"
UBERON:0006115,,"C0228288 {source=""BIRNLEX:754""}"
UBERON:0006116,,"C0175551 {source=""BIRNLEX:765""}"
UBERON:0006117,,"C0175549 {source=""BIRNLEX:916""}"
UBERON:0006134,D009412,
UBERON:0006135,D009413,"C0027750 {source=""ncithesaurus:Myelinated_Nerve_Fiber""}"
UBERON:0006136,D036421,"C0501409 {source=""ncithesaurus:Unmyelinated_Nerve_Fiber""}"
UBERON:0006197,,"C2698201 {source=""ncithesaurus:Auricular_Vein""}"
UBERON:0006199,,"C0226544 {source=""ncithesaurus:Posterior_Auricular_Vein""}"
UBERON:0006203,,"C0229316 {source=""ncithesaurus:Concha""}"
UBERON:0006217,,"C0231056 {source=""ncithesaurus:Cloacal_Membrane""}"
UBERON:0006257,,"C1283960 {source=""ncithesaurus:Laryngotracheal_Tube""}"
UBERON:0006259,,"C1517769 {source=""ncithesaurus:Lens_Pit""}"
UBERON:0006266,,"C1513875 {source=""ncithesaurus:Nasolacrimal_Groove""}"
UBERON:0006267,,"C1518429 {source=""ncithesaurus:Notochordal_Plate""}"
UBERON:0006268,,"C1518430 {source=""ncithesaurus:Notochordal_Process""}"
UBERON:0006275,,"C1283967 {source=""ncithesaurus:Pericardioperitoneal_Canal""}"
UBERON:0006296,,"C0231088 {source=""ncithesaurus:Subcardinal_Vein""}"
UBERON:0006300,,"C0231090 {source=""ncithesaurus:Supracardinal_Vein""}"
UBERON:0006311,,"C0459556 {source=""ncithesaurus:Chamber_of_the_Eye""}"
UBERON:0006314,D001826,
UBERON:0006318,,"C0229105 {source=""ncithesaurus:Orbitalis_Muscle""}"
UBERON:0006320,,"C0582817 {source=""ncithesaurus:Inferior_Oblique_Muscle""}"
UBERON:0006321,,"C0582816 {source=""ncithesaurus:Superior_Oblique_Muscle""}"
UBERON:0006322,,"C0582819 {source=""ncithesaurus:Inferior_Rectus_Muscle""}"
UBERON:0006323,,"C0582818 {source=""ncithesaurus:Superior_Rectus_Muscle""}"
UBERON:0006329,,"C1515063 {source=""ncithesaurus:Superior_Constrictor_Muscle""}"
UBERON:0006330,,"C0930558 {source=""ncithesaurus:Lingual_Salivary_Gland""}"
UBERON:0006345,,"C1284048 {source=""ncithesaurus:Stapedial_Artery""}"
UBERON:0006347,,"C1707451 {source=""ncithesaurus:Communicating_Artery""}"
UBERON:0006349,D019074,"C0282640 {source=""ncithesaurus:Epigastric_Artery""}"
UBERON:0006356,,"C1707930 {source=""ncithesaurus:Epigastric_Vein""}"
UBERON:0006378,D014738,
UBERON:0006444,"D000070616 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0006447,,"C0457871 {source=""BIRNLEX:1251""}"
UBERON:0006448,,"C0457872 {source=""BIRNLEX:1336""}"
UBERON:0006449,,"C0457874 {source=""BIRNLEX:1340""}"
UBERON:0006450,,"C0457873 {source=""BIRNLEX:1345""}"
UBERON:0006451,,"C0457875 {source=""BIRNLEX:1352""}"
UBERON:0006452,,"C0457862 {source=""BIRNLEX:1378""}"
UBERON:0006453,,"C0457863 {source=""BIRNLEX:1383""}"
UBERON:0006454,,"C0457864 {source=""BIRNLEX:1387""}"
UBERON:0006455,,"C0457865 {source=""BIRNLEX:1392""}"
UBERON:0006456,,"C0457866 {source=""BIRNLEX:1398""}"
UBERON:0006457,,"C0457859 {source=""BIRNLEX:1452""}"
UBERON:0006458,,"C0457860 {source=""BIRNLEX:1454""}"
UBERON:0006459,,"C0457861 {source=""BIRNLEX:1458""}"
UBERON:0006460,,"C0457876 {source=""BIRNLEX:1532""}"
UBERON:0006461,,"C0457877 {source=""BIRNLEX:1539""}"
UBERON:0006462,,"C0457878 {source=""BIRNLEX:1544""}"
UBERON:0006463,,"C0457879 {source=""BIRNLEX:1548""}"
UBERON:0006464,,"C0457880 {source=""BIRNLEX:1553""}"
UBERON:0006465,,"C0457867 {source=""BIRNLEX:1584""}"
UBERON:0006466,,"C0457868 {source=""BIRNLEX:1591""}"
UBERON:0006467,,"C0457869 {source=""BIRNLEX:1596""}"
UBERON:0006468,,"C0457870 {source=""BIRNLEX:1598""}"
UBERON:0006469,,"C0457851 {source=""BIRNLEX:1694""}"
UBERON:0006470,,"C0457858 {source=""BIRNLEX:1696""}"
UBERON:0006471,,"C1272527 {source=""BIRNLEX:1736""}"
UBERON:0006472,,"C1272528 {source=""BIRNLEX:1737""}"
UBERON:0006473,,"C1272536 {source=""BIRNLEX:1749""}"
UBERON:0006474,,"C1272491 {source=""BIRNLEX:1764""}"
UBERON:0006475,,"C1272492 {source=""BIRNLEX:1765""}"
UBERON:0006476,,"C1272494 {source=""BIRNLEX:1766""}"
UBERON:0006477,,"C1272495 {source=""BIRNLEX:1767""}"
UBERON:0006478,,"C1272498 {source=""BIRNLEX:1770""}"
UBERON:0006479,,"C1272499 {source=""BIRNLEX:1771""}"
UBERON:0006480,,"C1272500 {source=""BIRNLEX:1772""}"
UBERON:0006481,,"C1272509 {source=""BIRNLEX:1776""}"
UBERON:0006482,,"C1272511 {source=""BIRNLEX:1777""}"
UBERON:0006483,,"C1272512 {source=""BIRNLEX:1778""}"
UBERON:0006484,,"C1272513 {source=""BIRNLEX:1779""}"
UBERON:0006485,,"C1272514 {source=""BIRNLEX:1791""}"
UBERON:0006486,,"C1272514 {source=""BIRNLEX:1792""}"
UBERON:0006488,,"C0457853 {source=""BIRNLEX:744""}"
UBERON:0006489,,"C0457852 {source=""BIRNLEX:752""}"
UBERON:0006490,,"C0457854 {source=""BIRNLEX:753""}"
UBERON:0006491,,"C0457855 {source=""BIRNLEX:760""}"
UBERON:0006492,,"C0457856 {source=""BIRNLEX:766""}"
UBERON:0006493,,"C0457857 {source=""BIRNLEX:773""}"
UBERON:0006497,,"C0448494 {source=""ncithesaurus:Foot_Interosseous_Muscle""}"
UBERON:0006499,,"C1744541 {source=""ncithesaurus:Dorsal_Foot_Interosseous_Muscle""}"
UBERON:0006502,,"C1744540 {source=""ncithesaurus:Plantar_Foot_Interosseus_Muscle""}"
UBERON:0006505,,"C1709453 {source=""ncithesaurus:Palmar_Hand_Interosseus_Muscle""}"
UBERON:0006514,"D005917 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0006517,D007670,"C0022651 {source=""ncithesaurus:Renal_Calyx""}"
UBERON:0006518,,"C1285106 {source=""ncithesaurus:Lobe_of_the_Right_Lung""}"
UBERON:0006531,D009801,"C0028863 {source=""ncithesaurus:Oculomotor_Muscle""}"
UBERON:0006534,,"C1707510 {source=""ncithesaurus:Convoluted_Tubule""}"
UBERON:0006538,,"C1514899 {source=""ncithesaurus:Respiratory_System_Fluid_or_Secretion""}"
UBERON:0006558,D008208,
UBERON:0006562,D010614,
UBERON:0006564,,"C0226433 {source=""ncithesaurus:Superficial_Palmar_Arch""}"
UBERON:0006574,,"C0821671 {source=""ncithesaurus:Pectinate_Line""}"
UBERON:0006585,,"C0682674 {source=""BIRNLEX:2519""}"
UBERON:0006586,D007761,"C1518679 {source=""ncithesaurus:Otolymph""}"
UBERON:0006588,"D000069592 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0230247 {source=""ncithesaurus:Round_Ligament_of_the_Liver""}"
UBERON:0006589,"D012404 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0035877 {source=""ncithesaurus:Round_Ligament_of_the_Uterus""}"
UBERON:0006614,"D000070606 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0225205 {source=""ncithesaurus:Aponeurosis""}"
UBERON:0006615,,"C0226504 {source=""ncithesaurus:Venous_Sinus""}"
UBERON:0006636,,"C0226408 {source=""ncithesaurus:Lumbar_Artery""}"
UBERON:0006643,,"C0227999 {source=""ncithesaurus:Tunica_Albuginea""}"
UBERON:0006651,,"C1512521 {source=""ncithesaurus:Hydatid_of_Morgani""}"
UBERON:0006653,,"C0227769 {source=""ncithesaurus:Glans_Clitoris""}"
UBERON:0006657,"D061165 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C1261046 {source=""ncithesaurus:Glenoid_Fossa""}"
UBERON:0006660,,"C0225358 {source=""ncithesaurus:Muscle_Layer""}"
UBERON:0006666,,"C0042448 {source=""ncithesaurus:Great_Cerebral_Vein_of_Galen""}"
UBERON:0006670,,"C0230162 {source=""ncithesaurus:Central_Tendon_of_the_Diaphragm""}"
UBERON:0006675,"D055422 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0006676,,"C0225357 {source=""ncithesaurus:Muscularis_Mucosa""}"
UBERON:0006678,,"C1517293 {source=""ncithesaurus:Foramen_Secundum""}"
UBERON:0006679,,"C0225594 {source=""ncithesaurus:Carina""}"
UBERON:0006689,,"C2339893 {source=""ncithesaurus:Frenulum""}"
UBERON:0006691,,"C0228121 {source=""ncithesaurus:Tentorium_Cerebelli""}"
UBERON:0006692,"D013115 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0037922 {source=""ncithesaurus:Vertebral_Canal""},C1522467 {source=""ncithesaurus:Neural_Canal""}"
UBERON:0006698,,"C0228376 {source=""BIRNLEX:1497""}"
UBERON:0006718,,"C1512882 {source=""ncithesaurus:Internal_Pterygoid_Muscle""}"
UBERON:0006719,,"C1517045 {source=""ncithesaurus:External_Pterygoid_Muscle""}"
UBERON:0006720,D011626,
UBERON:0006723,,"C0229503 {source=""ncithesaurus:Modiolus""}"
UBERON:0006724,D013137,
UBERON:0006725,D055493,C0229477
UBERON:0006726,,"C1711189 {source=""ncithesaurus:Outer_Canthus""}"
UBERON:0006729,,"C0227530 {source=""ncithesaurus:Perisinusoidal_Space""}"
UBERON:0006743,,"C0175486 {source=""BIRNLEX:1490""}"
UBERON:0006749,,"C0447651 {source=""ncithesaurus:Superior_Parathyroid_Gland""}"
UBERON:0006755,,"C0447650 {source=""ncithesaurus:Inferior_Parathyroid_Gland""}"
UBERON:0006761,D016850,
UBERON:0006763,,"C1179037 {source=""ncithesaurus:Conjunctival_Epithelium""}"
UBERON:0006764,,"C0149562 {source=""ncithesaurus:Anterior_Communicating_Artery""}"
UBERON:0006767,D005270,"C0015813 {source=""ncithesaurus:Head_of_the_Femur""}"
UBERON:0006799,,"C0682578 {source=""ncithesaurus:Glandular_Epithelium""},C1708242 {source=""ncithesaurus:Glandular_Epithelial_Tissue""}"
UBERON:0006801,,"C0223683 {source=""ncithesaurus:Head_of_the_Humerus""}"
UBERON:0006803,,"C0223670 {source=""ncithesaurus:Obturator_Foramen""}"
UBERON:0006810,"D056740 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0223710 {source=""ncithesaurus:Olecranon""}"
UBERON:0006812,"D000080383 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0006821,,"C1184459 {source=""ncithesaurus:Cutaneous_Muscle""}"
UBERON:0006842,,"C0162405 {source=""ncithesaurus:Lymphatic_Capillary""}"
UBERON:0006844,,"C0226994 {source=""ncithesaurus:Tooth_Cusp""}"
UBERON:0006849,D012540,"C0036277 {source=""ncithesaurus:Scapula""}"
UBERON:0006856,D007401,
UBERON:0006869,D004557,
UBERON:0006871,,"C1517291 {source=""ncithesaurus:Foot_Plate""}"
UBERON:0006875,,"C1512334 {source=""ncithesaurus:Hand_Plate""}"
UBERON:0006878,,"C0230963 {source=""ncithesaurus:Decidua_Parietalis""}"
UBERON:0006907,,"C0242874 {source=""ncithesaurus:Muscle_Fibers_Slow-Twitch""}"
UBERON:0006908,,"C0242873 {source=""ncithesaurus:Muscle_Fibers_Fast-Twitch""}"
UBERON:0006912,,"C1511195 {source=""ncithesaurus:Bladder_Muscularis_Mucosa""}"
UBERON:0006914,,"C0221909 {source=""ncithesaurus:Squamous_Epithelium""}"
UBERON:0006915,,"C0836131 {source=""ncithesaurus:Stratified_Squamous_Epithelium""}"
UBERON:0006920,,"C1707950 {source=""ncithesaurus:Esophageal_Squamous_Epithelium""}"
UBERON:0006922,,"C1707351 {source=""ncithesaurus:Cervix_Squamous_Epithelium""}"
UBERON:0006923,,"C1711259 {source=""ncithesaurus:Vaginal_Squamous_Epithelium""}"
UBERON:0006929,,"C0225337 {source=""ncithesaurus:Columnar_Epithelium""}"
UBERON:0006946,,"C0228013 {source=""ncithesaurus:Efferent_Ductule""}"
UBERON:0006950,,"C1514963 {source=""ncithesaurus:Stellate_Reticulum""}"
UBERON:0006951,,"C1512780 {source=""ncithesaurus:Inner_Enamel_Epithelium""}"
UBERON:0006952,,"C1518682 {source=""ncithesaurus:Outer_Enamel_Epithelium""}"
UBERON:0006956,,"C1578559 {source=""ncithesaurus:Buccal_Mucosa""}"
UBERON:0006958,,"C0226659 {source=""ncithesaurus:Great_Cardiac_Vein""}"
UBERON:0006960,,"C0737271 {source=""ncithesaurus:Stroma_of_the_Ovarian_Cortex""}"
UBERON:0006964,,"C0175322 {source=""BIRNLEX:1022""}"
UBERON:0006967,D006733,
UBERON:0006971,D000999,
UBERON:0006984,,"C1515977 {source=""ncithesaurus:Anatomic_Surface""}"
UBERON:0007023,,"C0001675 {source=""ncithesaurus:Adult""}"
UBERON:0007026,,"C1514442 {source=""ncithesaurus:Primordial_Gut""}"
UBERON:0007105,D014816,
UBERON:0007106,D002824,"C0008508 {source=""ncithesaurus:Chorionic_Villus""}"
UBERON:0007108,D014708,"C0042541 {source=""ncithesaurus:Vernix_Caseosa""}"
UBERON:0007109,"D008470 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007111,D004312,"C1514801 {source=""ncithesaurus:Recto-Vaginal_Pouch""}"
UBERON:0007113,D014688,
UBERON:0007115,D014094,"C0040455 {source=""ncithesaurus:Temporary_Tooth""}"
UBERON:0007116,D014094,
UBERON:0007118,D014472,"C0041638 {source=""ncithesaurus:Umbilicus""}"
UBERON:0007119,D005272,"C0015815 {source=""ncithesaurus:Femoral_Neck""}"
UBERON:0007120,D001641,"C1704302 {source=""ncithesaurus:Bicuspid_Tooth""}"
UBERON:0007122,,"C0231068 {source=""ncithesaurus:First_Pharyngeal_Pouch""}"
UBERON:0007123,,"C0231069 {source=""ncithesaurus:Second_Pharyngeal_Pouch""}"
UBERON:0007124,,"C0231070 {source=""ncithesaurus:Third_Pharyngeal_Pouch""}"
UBERON:0007125,,"C0231071 {source=""ncithesaurus:Fourth_Pharyngeal_Pouch""}"
UBERON:0007126,,"C1517185 {source=""ncithesaurus:Fifth_Pharyngeal_Pouch""}"
UBERON:0007132,"D060226 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007146,,"C0226233 {source=""ncithesaurus:Posterior_Spinal_Artery""}"
UBERON:0007149,,"C0226264 {source=""ncithesaurus:Inferior_Thyroid_Artery""}"
UBERON:0007150,,"C0226093 {source=""ncithesaurus:Superior_Thyroid_Artery""}"
UBERON:0007152,,"C0226861 {source=""ncithesaurus:Inferior_Sagittal_Sinus""}"
UBERON:0007154,,"C0226762 {source=""ncithesaurus:Deep_Epigastric_Vein""}"
UBERON:0007222,,"C0001792 {source=""ncithesaurus:Elderly""}"
UBERON:0007227,,"C0228757 {source=""ncithesaurus:Superior_Vestibular_Nucleus""}"
UBERON:0007228,,"C0042600 {source=""ncithesaurus:Vestibular_Nucleus""}"
UBERON:0007230,D003689,"C0011193 {source=""ncithesaurus:Lateral_Vestibular_Nucleus""}"
UBERON:0007239,,"C1710627 {source=""ncithesaurus:Venous_System_Smooth_Muscle_Tissue""}"
UBERON:0007250,,"C0229871 {source=""ncithesaurus:Lingual_Tonsil""}"
UBERON:0007251,"D011301 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0007268,"D049631 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C1451819 {source=""ncithesaurus:Upper_Esophageal_Sphincter""}"
UBERON:0007311,D013183,"C0038056 {source=""ncithesaurus:Sputum""}"
UBERON:0007318,D012501,"C0036186 {source=""ncithesaurus:Saphenous_Vein""}"
UBERON:0007329,"D010183 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007357,D011531,
UBERON:0007358,D000018,"C0000780 {source=""ncithesaurus:Abomasum""}"
UBERON:0007361,D012159,"C0035295 {source=""ncithesaurus:Reticulum""}"
UBERON:0007362,D009851,"C0028972 {source=""ncithesaurus:Omasum""}"
UBERON:0007365,D012417,"C0035946 {source=""ncithesaurus:Rumen""}"
UBERON:0007366,D013279,
UBERON:0007378,D004530,
UBERON:0007412,"D066267 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007416,,"C0228515 {source=""ncithesaurus:Cerebellar_Peduncle""}"
UBERON:0007440,,"C1514987 {source=""ncithesaurus:Stratum_Intermedium""}"
UBERON:0007602,,"C0836132 {source=""ncithesaurus:Stratified_Columnar_Epithelium""}"
UBERON:0007603,,"C0932055 {source=""ncithesaurus:Stratified_Cuboidal_Epithelium""}"
UBERON:0007610,D016909,"C0085427 {source=""ncithesaurus:Tibial_Artery""}"
UBERON:0007612,,"C1707982 {source=""ncithesaurus:Extensor_Digitorum_Communis""}"
UBERON:0007613,,"C1707983 {source=""ncithesaurus:Extensor_Digitorum_Lateralis""}"
UBERON:0007623,D003129,
UBERON:0007625,D010857,
UBERON:0007632,"D065835 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007633,,"C0228436 {source=""BIRNLEX:745""},C1289449 {source=""BIRNLEX:745""}"
UBERON:0007634,"D065823 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007637,,"C0221922 {source=""ncithesaurus:Stratum_Lucidum""}"
UBERON:0007639,,"C0228247 {source=""BIRNLEX:1510"", source=""ncithesaurus:Alveus""}"
UBERON:0007641,"D014278 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0040999 {source=""BIRNLEX:4096""}"
UBERON:0007644,,"C0229745 {source=""ncithesaurus:Thoracic_Lymph_Node""}"
UBERON:0007650,D004943,"C0014871 {source=""ncithesaurus:Gastroesophageal_Junction""}"
UBERON:0007691,,"C0226971 {source=""ncithesaurus:Taste_Pore""}"
UBERON:0007699,,"C1519456 {source=""ncithesaurus:Spinal_Cord_Tract""}"
UBERON:0007703,"D013133 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0007712,,"C0501702 {source=""BIRNLEX:2614""}"
UBERON:0007713,,"C0501723 {source=""BIRNLEX:2631""}"
UBERON:0007721,D014033,"C0040356 {source=""ncithesaurus:Interphalangeal_Joint_of_the_Foot""}"
UBERON:0007722,,"C0016125 {source=""ncithesaurus:Interphalangeal_Joint_of_the_Hand""}"
UBERON:0007774,D019229,
UBERON:0007775,,"C0348070 {source=""ncithesaurus:Permanent_Tooth""}"
UBERON:0007776,D014097,
UBERON:0007779,D005122,
UBERON:0007780,D005122,
UBERON:0007795,D001202,
UBERON:0007798,,"C0489903 {source=""ncithesaurus:Vascular_System""}"
UBERON:0007799,D003818,
UBERON:0007806,,"C1516792 {source=""ncithesaurus:Connecting_Stalk""}"
UBERON:0007811,,"C0460004 {source=""ncithesaurus:Head_and_Neck""}"
UBERON:0007812,,"C0039259 {source=""ncithesaurus:Tail""}"
UBERON:0007827,,"C0458561 {source=""ncithesaurus:External_Nose""}"
UBERON:0007830,,"C0030786 {source=""ncithesaurus:Pelvic_Bone""}"
UBERON:0007831,,"C0427245 {source=""ncithesaurus:Shoulder_Girdle""}"
UBERON:0007846,,"C0225333 {source=""ncithesaurus:Regular_Dense_Connective_Tissue""}"
UBERON:0008001,,"C0502414 {source=""ncithesaurus:Irregular_Bone""}"
UBERON:0008199,D002680,
UBERON:0008200,D005546,"C0016540 {source=""ncithesaurus:Forehead""}"
UBERON:0008230,,"C1710422 {source=""ncithesaurus:Tibialis""}"
UBERON:0008266,"D010513 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0008269,"D060734 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0008274,D008978,
UBERON:0008275,"D060105 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0008280,D003064,
UBERON:0008281,D014083,"C0040442 {source=""ncithesaurus:Tooth_Bud""}"
UBERON:0008337,D006119,"C0018246 {source=""ncithesaurus:Inguinal_Region""}"
UBERON:0008338,,"C0230463 {source=""ncithesaurus:Plantar_Region""}"
UBERON:0008447,D013640,"C1527245 {source=""ncithesaurus:Tarsal_Joint""}"
UBERON:0008450,D016658,"C0085221 {source=""ncithesaurus:Psoas_Muscle""}"
UBERON:0008488,,"C0224377 {source=""ncithesaurus:Cremaster_Muscle""}"
UBERON:0008522,,"C0224219 {source=""ncithesaurus:Nasal_Muscle""}"
UBERON:0008576,,"C0224183 {source=""ncithesaurus:Thyroarytenoid_Muscle""}"
UBERON:0008577,,"C0224181 {source=""ncithesaurus:Vocalis_Muscle""}"
UBERON:0008583,,"C1708561 {source=""ncithesaurus:Intrinsic_Tongue_Muscle_Transverse_Component""}"
UBERON:0008584,,"C1708562 {source=""ncithesaurus:Intrinsic_Tongue_Muscle_Vertical_Component""}"
UBERON:0008593,,"C0224115 {source=""ncithesaurus:Zygomaticus_Major""}"
UBERON:0008594,,"C0224116 {source=""ncithesaurus:Zygomaticus_Minor""}"
UBERON:0008611,,"C0448350 {source=""ncithesaurus:Scalene_Muscle""}"
UBERON:0008612,,"C0932441 {source=""ncithesaurus:Pelvic_Floor_Muscle""}"
UBERON:0008715,,"C1183911 {source=""ncithesaurus:Prostatic_Muscular_Tissue""}"
UBERON:0008716,,"C0227608 {source=""ncithesaurus:Hilar_Area_of_the_Kidney""}"
UBERON:0008772,,"C0932431 {source=""ncithesaurus:Head_of_the_Tibia""}"
UBERON:0008775,,"C0223908 {source=""ncithesaurus:Head_of_the_Fibula""}"
UBERON:0008779,,"C0224348 {source=""ncithesaurus:Subclavius""}"
UBERON:0008780,,"C1516906 {source=""ncithesaurus:Epiblast""}"
UBERON:0008788,D003388,"C0010265 {source=""ncithesaurus:Posterior_Fossa""}"
UBERON:0008791,,"C0227199 {source=""ncithesaurus:Gastric_Rugae""}"
UBERON:0008804,,"C1522014 {source=""ncithesaurus:Stylopharyngeus""}"
UBERON:0008813,,"C0229512 {source=""ncithesaurus:Helicotrema""}"
UBERON:0008814,,"C1519038 {source=""ncithesaurus:Pharyngeal_Apparatus""}"
UBERON:0008818,,"C0230147 {source=""ncithesaurus:Superior_Mediastinum""}"
UBERON:0008820,,"C0230148 {source=""ncithesaurus:Anterior_Mediastinum""}"
UBERON:0008821,,"C0230149 {source=""ncithesaurus:Middle_Mediastinum""}"
UBERON:0008822,,"C0230150 {source=""ncithesaurus:Posterior_Mediastinum""}"
UBERON:0008824,,"C0458632 {source=""ncithesaurus:Duct_of_the_Epididymis""}"
UBERON:0008826,"D011663 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0034085 {source=""ncithesaurus:Lung_Surfactant""}"
UBERON:0008827,,"C0033745 {source=""ncithesaurus:Forestomach""}"
UBERON:0008829,,"C0228473 {source=""BIRNLEX:797""},C1289480 {source=""BIRNLEX:797""}"
UBERON:0008830,,"C0228471 {source=""BIRNLEX:790""},C1289476 {source=""BIRNLEX:790""},C1708540 {source=""ncithesaurus:Internal_Granular_Layer_of_the_Cerebellum""}"
UBERON:0008835,,"C1512407 {source=""ncithesaurus:Hepatic_Diverticulum""}"
UBERON:0008861,,"C0227239 {source=""ncithesaurus:Pyloric_Gland""}"
UBERON:0008867,,"C2826619 {source=""ncithesaurus:Bone_Trabeculae""}"
